city,station,pollutant_id,pollutant_avg,latitude,longitude,last_update
Ambernath,"Chinchpada, Ambernath - MPCB",SO2,7,19.215784,73.199781,09-07-2026 21:00:00
Ambernath,"Chinchpada, Ambernath - MPCB",CO,10,19.215784,73.199781,09-07-2026 21:00:00
Ambernath,"Chinchpada, Ambernath - MPCB",OZONE,8,19.215784,73.199781,09-07-2026 21:00:00
Amravati,"Shri Shivaji Science College, Amravati - MPCB",NO2,5,20.939198,77.765701,09-07-2026 21:00:00
Amravati,"Shri Shivaji Science College, Amravati - MPCB",NH3,5,20.939198,77.765701,09-07-2026 21:00:00
Amravati,"Shri Shivaji Science College, Amravati - MPCB",CO,20,20.939198,77.765701,09-07-2026 21:00:00
Amravati,"Shri Shivaji Science College, Amravati - MPCB",OZONE,16,20.939198,77.765701,09-07-2026 21:00:00
Amravati,"Shivneri Colony, Amravati - MPCB",OZONE,13,20.9402359,77.7895248,09-07-2026 21:00:00
Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",NO2,10,19.8389439,75.244448,09-07-2026 21:00:00
Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",PM2.5,,19.87562,75.38731,09-07-2026 21:00:00
Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",PM10,143,19.87562,75.38731,09-07-2026 21:00:00
Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",NH3,,19.87562,75.38731,09-07-2026 21:00:00
Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",OZONE,21,19.863756,75.321188,09-07-2026 21:00:00
Badlapur,"Katrap, Badlapur - MPCB",SO2,3,19.16485,73.23409,09-07-2026 21:00:00
Belapur,"CBD Belapur, Belapur - MPCB",PM2.5,40,19.0243902,73.0406721,09-07-2026 21:00:00
Belapur,"CBD Belapur, Belapur - MPCB",SO2,4,19.0243902,73.0406721,09-07-2026 21:00:00
Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",NO2,25,19.309073,73.057223,09-07-2026 21:00:00
Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",PM10,49,21.152875,79.0517531,09-07-2026 21:00:00
Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",NH3,5,21.152875,79.0517531,09-07-2026 21:00:00
Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",CO,49,21.152875,79.0517531,09-07-2026 21:00:00
Nanded,"Sneh Nagar, Nanded - MPCB",NO2,8,19.173852,77.296291,09-07-2026 21:00:00
Nashik,"Gangapur Road, Nashik - MPCB",SO2,3,20.0073285,73.7762427,09-07-2026 21:00:00
Nashik,"Pandav Nagari, Nashik - MPCB",PM10,43,19.9591346,73.7788008,09-07-2026 21:00:00
Nashik,"Pandav Nagari, Nashik - MPCB",OZONE,15,19.9591346,73.7788008,09-07-2026 21:00:00
Nashik,"Hirawadi, Nashik - MPCB",NH3,,20.021503,73.813844,09-07-2026 21:00:00
Nashik,"MIDC Ambad, Nashik - MPCB",NH3,2,19.95022,73.73148,09-07-2026 21:00:00
Nashik,"MIDC Ambad, Nashik - MPCB",SO2,2,19.95022,73.73148,09-07-2026 21:00:00
Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",CO,16,19.02579,73.10297,09-07-2026 21:00:00
Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",PM2.5,31,19.0575752,73.0151367,09-07-2026 21:00:00
Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",NO2,5,19.0575752,73.0151367,09-07-2026 21:00:00
Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",SO2,4,19.0575752,73.0151367,09-07-2026 21:00:00
Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",CO,7,19.0575752,73.0151367,09-07-2026 21:00:00
Navi Mumbai,"Mahape, Navi Mumbai - MPCB",SO2,17,19.1135051,73.008978,09-07-2026 21:00:00
Mumbai,"Shivaji Nagar, Mumbai - BMC",NH3,5,19.060498,72.923356,09-07-2026 21:00:00
Mumbai,"Malad West, Mumbai - IITM",PM10,74,19.19709,72.82204,09-07-2026 21:00:00
Mumbai,"Malad West, Mumbai - IITM",NH3,3,19.19709,72.82204,09-07-2026 21:00:00
Mumbai,"Mazgaon, Mumbai - IITM",PM2.5,35,18.96702,72.84214,09-07-2026 21:00:00
Mumbai,"Mazgaon, Mumbai - IITM",OZONE,14,18.96702,72.84214,09-07-2026 21:00:00
Mumbai,"Chembur, Mumbai - MPCB",PM2.5,26,19.0364585,72.8954371,09-07-2026 21:00:00
Mumbai,"Deonar, Mumbai - IITM",NO2,5,19.04946,72.923,09-07-2026 21:00:00
Mumbai,"Mindspace-Malad West, Mumbai - MPCB",PM10,,19.1878657,72.8304069,09-07-2026 21:00:00
Mumbai,"Mindspace-Malad West, Mumbai - MPCB",NO2,,19.1878657,72.8304069,09-07-2026 21:00:00
Mumbai,"Mindspace-Malad West, Mumbai - MPCB",SO2,,19.1878657,72.8304069,09-07-2026 21:00:00
Mumbai,"Kandivali West, Mumbai - BMC",PM10,34,19.215859,72.831718,09-07-2026 21:00:00
Mumbai,"Kandivali West, Mumbai - BMC",NH3,2,19.215859,72.831718,09-07-2026 21:00:00
Mumbai,"Kandivali West, Mumbai - BMC",SO2,1,19.215859,72.831718,09-07-2026 21:00:00
Nagpur,"Mahal, Nagpur - MPCB",NO2,14,21.14472,79.107595,09-07-2026 21:00:00
Nagpur,"Mahal, Nagpur - MPCB",CO,27,21.14472,79.107595,09-07-2026 21:00:00
Nagpur,"Ram Nagar, Nagpur - MPCB",PM2.5,33,21.143383,79.048912,09-07-2026 21:00:00
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",NH3,3,19.053536,72.84643,09-07-2026 21:00:00
Mumbai,"Borivali East, Mumbai - IITM",NO2,22,19.23241,72.86895,09-07-2026 21:00:00
Mumbai,"Borivali East, Mumbai - IITM",NH3,9,19.23241,72.86895,09-07-2026 21:00:00
Mumbai,"Borivali East, Mumbai - IITM",OZONE,50,19.23241,72.86895,09-07-2026 21:00:00
Mumbai,"Kurla, Mumbai - MPCB",NH3,,19.0863,72.8888,09-07-2026 21:00:00
Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",PM2.5,29,19.000083,72.813993,09-07-2026 21:00:00
Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",NO2,21,19.000083,72.813993,09-07-2026 21:00:00
Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",CO,2,19.000083,72.813993,09-07-2026 21:00:00
Mumbai,"Powai, Mumbai - MPCB",PM2.5,,19.1375,72.915056,09-07-2026 21:00:00
Mumbai,"Powai, Mumbai - MPCB",PM10,,19.1375,72.915056,09-07-2026 21:00:00
Mumbai,"Powai, Mumbai - MPCB",NO2,6,19.1375,72.915056,09-07-2026 21:00:00
Mumbai,"Powai, Mumbai - MPCB",OZONE,,19.1375,72.915056,09-07-2026 21:00:00
Mumbai,"Worli, Mumbai - MPCB",NO2,10,18.9936162,72.8128113,09-07-2026 21:00:00
Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",NO2,8,19.0632143,72.8456324,09-07-2026 21:00:00
Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",NH3,4,19.0632143,72.8456324,09-07-2026 21:00:00
Boisar,"Khaira, Boisar - MPCB",PM10,63,19.786089,72.757971,09-07-2026 21:00:00
Chandrapur,"MIDC Khutala, Chandrapur - MPCB",PM2.5,21,19.9775302,79.2337086,09-07-2026 21:00:00
Dombivli,"Kalu Nagar, Dombivli - MPCB",SO2,4,19.2268427,73.0788456,09-07-2026 21:00:00
Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",CO,16,19.710842,77.151824,09-07-2026 21:00:00
Jalgaon,"Prabhat Colony, Jalgaon - MPCB",SO2,1,21.001264,75.565602,09-07-2026 21:00:00
Jalgaon,"Prabhat Colony, Jalgaon - MPCB",OZONE,30,21.001264,75.565602,09-07-2026 21:00:00
Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",PM2.5,33,19.192056,72.9585188,09-07-2026 21:00:00
Kolhapur,"Shivaji University, Kolhapur - MPCB",PM2.5,20,16.6870449,74.2505872,09-07-2026 21:00:00
Kolhapur,"Shivaji University, Kolhapur - MPCB",NO2,,16.6870449,74.2505872,09-07-2026 21:00:00
Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",NH3,7,19.063,73.1209,09-07-2026 21:00:00
Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",PM10,52,19.090337,73.014232,09-07-2026 21:00:00
Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",NO2,13,19.090337,73.014232,09-07-2026 21:00:00
Parbhani,"Masoom Colony, Parbhani - MPCB",PM2.5,35,19.265594,76.761463,09-07-2026 21:00:00
Pimpri-Chinchwad,"Bhosari, Pune - IITM",NH3,,18.640051,73.848956,09-07-2026 21:00:00
Pimpri-Chinchwad,"Bhosari, Pune - IITM",SO2,,18.640051,73.848956,09-07-2026 21:00:00
Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",PM2.5,37,18.63673,73.82487,09-07-2026 21:00:00
Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",NH3,1,18.63673,73.82487,09-07-2026 21:00:00
Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",SO2,1,18.63673,73.82487,09-07-2026 21:00:00
Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",SO2,1,18.59051,73.77946,09-07-2026 21:00:00
Pune,"Revenue Colony-Shivajinagar, Pune - IITM",NH3,,18.530085,73.849598,09-07-2026 21:00:00
Pune,"Dhankawadi, Pune - IITM",PM10,55,18.459883,73.852193,09-07-2026 21:00:00
Pune,"Dhankawadi, Pune - IITM",NH3,,18.459883,73.852193,09-07-2026 21:00:00
Pune,"Hadapsar, Pune - IITM",PM10,,18.501793,73.927532,09-07-2026 21:00:00
Pune,"Hadapsar, Pune - IITM",SO2,,18.501793,73.927532,09-07-2026 21:00:00
Pune,"Hadapsar, Pune - IITM",CO,64,18.501793,73.927532,09-07-2026 21:00:00
Pune,"Mhada Colony, Pune - IITM",CO,53,18.57304,73.927715,09-07-2026 21:00:00
Pune,"Katraj Dairy, Pune - MPCB",PM2.5,,18.45445,73.854155,09-07-2026 21:00:00
Pune,"Katraj Dairy, Pune - MPCB",CO,17,18.45445,73.854155,09-07-2026 21:00:00
Pune,"Savitribai Phule Pune University, Pune - MPCB",SO2,4,18.547056,73.826908,09-07-2026 21:00:00
Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",NH3,10,23.10844,77.511428,09-07-2026 21:00:00
Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",NH3,,22.624758,75.675238,09-07-2026 21:00:00
Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",SO2,,22.624758,75.675238,09-07-2026 21:00:00
Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",OZONE,42,22.624758,75.675238,09-07-2026 21:00:00
Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",OZONE,17,24.10897,82.64558,09-07-2026 21:00:00
Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",NH3,6,23.1633321,75.800225,09-07-2026 21:00:00
Ahmednagar,"Tarakpur, Ahmednagar - MPCB",PM2.5,32,19.10122,74.73339,09-07-2026 21:00:00
Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",OZONE,13,19.296481,72.840923,09-07-2026 21:00:00
Mumbai,"Sewri, Mumbai - BMC",PM2.5,,19.000084,72.85673,09-07-2026 21:00:00
Mumbai,"Sewri, Mumbai - BMC",SO2,,19.000084,72.85673,09-07-2026 21:00:00
Mumbai,"Sion, Mumbai - MPCB",OZONE,,19.047,72.8746,09-07-2026 21:00:00
Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",NH3,0,19.10078,72.87462,09-07-2026 21:00:00
Mumbai,"Ghatkopar, Mumbai - BMC",PM10,88,19.083694,72.920967,09-07-2026 21:00:00
Jaipur,"Adarsh Nagar, Jaipur - RSPCB",PM10,63,26.902909,75.836858,09-07-2026 21:00:00
Jaipur,"Adarsh Nagar, Jaipur - RSPCB",OZONE,49,26.902909,75.836858,09-07-2026 21:00:00
Jaipur,"Shastri Nagar, Jaipur - RSPCB",PM2.5,65,26.9502929,75.730943,09-07-2026 21:00:00
Jaipur,"Shastri Nagar, Jaipur - RSPCB",NH3,8,26.9502929,75.730943,09-07-2026 21:00:00
Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",NO2,16,26.843698,75.766894,09-07-2026 21:00:00
Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",CO,27,26.843698,75.766894,09-07-2026 21:00:00
Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",OZONE,9,26.843698,75.766894,09-07-2026 21:00:00
Jalore,"Mudtra Sili, Jalore - RSPCB",PM10,103,25.344694,72.626208,09-07-2026 21:00:00
Jalore,"Mudtra Sili, Jalore - RSPCB",OZONE,49,25.344694,72.626208,09-07-2026 21:00:00
Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",OZONE,21,24.588397,76.172782,09-07-2026 21:00:00
Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",PM10,46,28.108988,75.386577,09-07-2026 21:00:00
Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",NO2,11,28.108988,75.386577,09-07-2026 21:00:00
Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",OZONE,96,28.108988,75.386577,09-07-2026 21:00:00
Jodhpur,"Mandor, Jodhpur - RSPCB",PM10,105,26.358805,73.047444,09-07-2026 21:00:00
Jodhpur,"Mandor, Jodhpur - RSPCB",NH3,6,26.358805,73.047444,09-07-2026 21:00:00
Jodhpur,"Mandor, Jodhpur - RSPCB",CO,16,26.358805,73.047444,09-07-2026 21:00:00
Jodhpur,"Mandor, Jodhpur - RSPCB",OZONE,19,26.358805,73.047444,09-07-2026 21:00:00
Jodhpur,"Collectorate, Jodhpur - RSPCB",PM10,84,26.268249,73.0193853,09-07-2026 21:00:00
Jodhpur,"Collectorate, Jodhpur - RSPCB",NO2,18,26.268249,73.0193853,09-07-2026 21:00:00
Jodhpur,"Collectorate, Jodhpur - RSPCB",NH3,5,26.268249,73.0193853,09-07-2026 21:00:00
Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",NH3,5,21.8004996,83.8396977,09-07-2026 21:00:00
Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",SO2,6,20.94185,86.1151,09-07-2026 21:00:00
Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",CO,41,20.94185,86.1151,09-07-2026 21:00:00
Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",NH3,3,22.265816,86.174829,09-07-2026 21:00:00
Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",SO2,7,22.265816,86.174829,09-07-2026 21:00:00
Rourkela,"Raghunathpali, Rourkela - OSPCB",NH3,2,22.220833,84.809444,09-07-2026 21:00:00
Rourkela,"Sector-2, Rourkela - OSPCB",PM2.5,50,22.245,84.88111111,09-07-2026 21:00:00
Rourkela,"Sector-2, Rourkela - OSPCB",PM10,34,22.245,84.88111111,09-07-2026 21:00:00
Rourkela,"Sector-2, Rourkela - OSPCB",NO2,11,22.245,84.88111111,09-07-2026 21:00:00
Rourkela,"Fertilizer Township, Rourkela - OSPCB",PM2.5,67,22.18972222,84.86277778,09-07-2026 21:00:00
Rourkela,"Fertilizer Township, Rourkela - OSPCB",NO2,11,22.18972222,84.86277778,09-07-2026 21:00:00
Suakati,"OMC Colony, Suakati - OSPCB",NH3,3,21.606865,85.510538,09-07-2026 21:00:00
Suakati,"OMC Colony, Suakati - OSPCB",OZONE,16,21.606865,85.510538,09-07-2026 21:00:00
Talcher,"Talcher Coalfields,Talcher - OSPCB",NO2,46,20.9360711,85.1707021,09-07-2026 21:00:00
Jodhpur,"Jhalamand, Jodhpur - RSPCB",PM2.5,50,26.215415,73.070156,09-07-2026 21:00:00
Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",PM2.5,53,26.253384,72.976571,09-07-2026 21:00:00
Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",PM10,91,26.253384,72.976571,09-07-2026 21:00:00
Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",NH3,5,26.253384,72.976571,09-07-2026 21:00:00
Kota,"Shrinath Puram, Kota - RSPCB",PM2.5,61,25.14389,75.821256,09-07-2026 21:00:00
Kota,"Shrinath Puram, Kota - RSPCB",SO2,8,25.14389,75.821256,09-07-2026 21:00:00
Kota,"Nayapura, Kota - RSPCB",PM10,84,25.196024,75.855668,09-07-2026 21:00:00
Kota,"Nayapura, Kota - RSPCB",NH3,4,25.196024,75.855668,09-07-2026 21:00:00
Kota,"Nayapura, Kota - RSPCB",CO,20,25.196024,75.855668,09-07-2026 21:00:00
Kota,"Dhanmandi, Kota - RSPCB",SO2,4,25.16409,75.858137,09-07-2026 21:00:00
Kota,"Dhanmandi, Kota - RSPCB",CO,25,25.16409,75.858137,09-07-2026 21:00:00
Nagaur,"Karni Colony, Nagaur - RSPCB",CO,15,27.213494,73.734444,09-07-2026 21:00:00
Nagaur,"Karni Colony, Nagaur - RSPCB",OZONE,25,27.213494,73.734444,09-07-2026 21:00:00
Pali,"Indira Colony Vistar, Pali - RSPCB",NH3,6,25.771061,73.340227,09-07-2026 21:00:00
Pali,"Indira Colony Vistar, Pali - RSPCB",CO,22,25.771061,73.340227,09-07-2026 21:00:00
Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",CO,9,25.5586,91.8985,09-07-2026 21:00:00
Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",CO,3,23.7176342,92.7192841,09-07-2026 21:00:00
Angul,"Hakimapada, Angul - OSPCB",PM2.5,39,20.832874,85.104082,09-07-2026 21:00:00
Angul,"Hakimapada, Angul - OSPCB",SO2,13,20.832874,85.104082,09-07-2026 21:00:00
Balasore,"Kalidaspur, Balasore - OSPCB",NO2,11,21.51161,86.89088,09-07-2026 21:00:00
Barbil,"Forest Office, Barbil - OSPCB",SO2,6,22.1166054,85.3945546,09-07-2026 21:00:00
Baripada,"Meher Colony, Baripada - OSPCB",PM2.5,39,21.941841,86.728318,09-07-2026 21:00:00
Baripada,"Meher Colony, Baripada - OSPCB",NO2,11,21.941841,86.728318,09-07-2026 21:00:00
Baripada,"Meher Colony, Baripada - OSPCB",NH3,2,21.941841,86.728318,09-07-2026 21:00:00
Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",SO2,5,20.24079,85.836784,09-07-2026 21:00:00
Bhubaneswar,"Patia, Bhubaneswar - OSPCB",NH3,2,20.34652,85.8163,09-07-2026 21:00:00
Bhubaneswar,"Patia, Bhubaneswar - OSPCB",CO,52,20.34652,85.8163,09-07-2026 21:00:00
Bhubaneswar,"Patia, Bhubaneswar - OSPCB",OZONE,39,20.34652,85.8163,09-07-2026 21:00:00
Banswara,"Rati Talai, Banswara - RSPCB",PM10,131,23.55519,74.44001,09-07-2026 21:00:00
Banswara,"Rati Talai, Banswara - RSPCB",CO,13,23.55519,74.44001,09-07-2026 21:00:00
Baran,"Bamboliya, Baran - RSPCB",SO2,10,25.106006,76.469948,09-07-2026 21:00:00
Baran,"Bamboliya, Baran - RSPCB",OZONE,39,25.106006,76.469948,09-07-2026 21:00:00
Barmer,"Railway Colony, Barmer - RSPCB",PM10,137,25.747299,71.393989,09-07-2026 21:00:00
Barmer,"Railway Colony, Barmer - RSPCB",CO,15,25.747299,71.393989,09-07-2026 21:00:00
Barmer,"Railway Colony, Barmer - RSPCB",OZONE,50,25.747299,71.393989,09-07-2026 21:00:00
Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",OZONE,42,27.215415,77.50873,09-07-2026 21:00:00
Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",CO,49,25.339605,74.618883,09-07-2026 21:00:00
Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",PM10,80,28.194909,76.862296,09-07-2026 21:00:00
Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",NH3,10,28.194909,76.862296,09-07-2026 21:00:00
Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",CO,32,28.194909,76.862296,09-07-2026 21:00:00
Bundi,"New Colony, Bundi - RSPCB",PM10,72,25.435774,75.644272,09-07-2026 21:00:00
Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",SO2,33,21.869985,85.167016,09-07-2026 21:00:00
Puducherry,"Jawahar Nagar, Puducherry - PPCC",PM2.5,20,11.9309,79.8027,09-07-2026 21:00:00
Bathinda,"Hardev Nagar, Bathinda - PPCB",PM2.5,7,30.233011,74.907758,09-07-2026 21:00:00
Bathinda,"Hardev Nagar, Bathinda - PPCB",SO2,16,30.233011,74.907758,09-07-2026 21:00:00
Jalandhar,"Civil Line, Jalandhar - PPCB",NO2,34,31.321907,75.578914,09-07-2026 21:00:00
Jalandhar,"Civil Line, Jalandhar - PPCB",NH3,5,31.321907,75.578914,09-07-2026 21:00:00
Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",NH3,5,30.649961,76.331442,09-07-2026 21:00:00
Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",SO2,19,30.649961,76.331442,09-07-2026 21:00:00
Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",CO,100,30.649961,76.331442,09-07-2026 21:00:00
Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",OZONE,39,30.649961,76.331442,09-07-2026 21:00:00
Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",SO2,12,31.0325454,76.5623046,09-07-2026 21:00:00
Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",OZONE,,31.0325454,76.5623046,09-07-2026 21:00:00
Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",NH3,,24.892047,74.623527,09-07-2026 21:00:00
Churu,"Subash Chowk, Churu - RSPCB",NO2,7,28.296139,74.961696,09-07-2026 21:00:00
Churu,"Subash Chowk, Churu - RSPCB",NH3,7,28.296139,74.961696,09-07-2026 21:00:00
Churu,"Subash Chowk, Churu - RSPCB",OZONE,54,28.296139,74.961696,09-07-2026 21:00:00
Dausa,"Khatikan Mohalla, Dausa - RSPCB",PM2.5,31,26.895552,76.334753,09-07-2026 21:00:00
Dausa,"Khatikan Mohalla, Dausa - RSPCB",PM10,106,26.895552,76.334753,09-07-2026 21:00:00
Dausa,"Khatikan Mohalla, Dausa - RSPCB",NH3,9,26.895552,76.334753,09-07-2026 21:00:00
Hanumangarh,"Housing Board, Hanumangarh - RSPCB",PM2.5,10,29.61075,74.283608,09-07-2026 21:00:00
Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",SO2,3,26.960669,75.771817,09-07-2026 21:00:00
Jaipur,"Police Commissionerate, Jaipur - RSPCB",PM10,62,26.9164092,75.7994901,09-07-2026 21:00:00
Solapur,"Ratandeep Housing Society, Solapur - MPCB",NH3,4,17.65439,75.90649,09-07-2026 21:00:00
Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",SO2,1,17.6336264,75.9132495,09-07-2026 21:00:00
Thane,"Kasarvadavali, Thane - MPCB",PM2.5,34,19.26777,72.97182,09-07-2026 21:00:00
Thane,"Kasarvadavali, Thane - MPCB",CO,12,19.26777,72.97182,09-07-2026 21:00:00
Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",PM10,55,19.235581,73.159121,09-07-2026 21:00:00
Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",NH3,7,19.235581,73.159121,09-07-2026 21:00:00
Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",SO2,3,19.235581,73.159121,09-07-2026 21:00:00
Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",PM2.5,71,19.2307571,73.155192,09-07-2026 21:00:00
Virar,"Bolinj, Virar - MPCB",NO2,,19.445821,72.7988231,09-07-2026 21:00:00
Virar,"Bolinj, Virar - MPCB",SO2,,19.445821,72.7988231,09-07-2026 21:00:00
Rajsamand,"Dhoinda, Rajsamand - RSPCB",NH3,,25.03636,73.883502,09-07-2026 21:00:00
Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",SO2,4,26.031443,76.359327,09-07-2026 21:00:00
Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",OZONE,18,24.885261,72.857549,09-07-2026 21:00:00
Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",PM2.5,37,29.931624,73.864511,09-07-2026 21:00:00
Tonk,"Shastri Nagar, Tonk - RSPCB",PM2.5,48,26.159933,75.780517,09-07-2026 21:00:00
Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",NH3,9,25.262326,82.995408,09-07-2026 21:00:00
Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",SO2,,25.262326,82.995408,09-07-2026 21:00:00
Varanasi,"Ardhali Bazar, Varanasi - UPPCB",NO2,41,25.3505986,82.9083074,09-07-2026 21:00:00
Varanasi,"Ardhali Bazar, Varanasi - UPPCB",OZONE,26,25.3505986,82.9083074,09-07-2026 21:00:00
Varanasi,"Maldahiya, Varanasi - UPPCB",PM2.5,,25.32393,82.99687,09-07-2026 21:00:00
Varanasi,"Maldahiya, Varanasi - UPPCB",NO2,,25.32393,82.99687,09-07-2026 21:00:00
Vrindavan,"Omex Eternity, Vrindavan - UPPCB",NH3,8,27.571409,77.655757,09-07-2026 21:00:00
Vrindavan,"Omex Eternity, Vrindavan - UPPCB",SO2,33,27.571409,77.655757,09-07-2026 21:00:00
Dehradun,"Doon University, Dehradun - UKPCB",PM10,16,30.269444,78.044167,09-07-2026 21:00:00
Dehradun,"Doon University, Dehradun - UKPCB",CO,14,30.269444,78.044167,09-07-2026 21:00:00
Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",SO2,1,30.075911,78.2859547,09-07-2026 21:00:00
Asansol,"Mahabir Colliery, Asansol - WBPCB",PM2.5,24,23.618183,87.105718,09-07-2026 21:00:00
Asansol,"Evelyn Lodge, Asansol - WBPCB",PM2.5,17,23.697936,86.944395,09-07-2026 21:00:00
Asansol,"Evelyn Lodge, Asansol - WBPCB",OZONE,22,23.697936,86.944395,09-07-2026 21:00:00
Asansol,"Asansol Court Area, Asansol - WBPCB",PM10,38,23.685297,86.945968,09-07-2026 21:00:00
Asansol,"Asansol Court Area, Asansol - WBPCB",SO2,12,23.685297,86.945968,09-07-2026 21:00:00
Dindigul,"Mendonsa Colony, Dindigul - TNPCB",OZONE,,10.358535,77.984321,09-07-2026 21:00:00
Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",NH3,1,13.4127,80.1081,09-07-2026 21:00:00
Madurai,"Uchapatti, Madurai - TNPCB",NO2,,9.865935,78.022669,09-07-2026 21:00:00
Madurai,"Uchapatti, Madurai - TNPCB",NH3,9,9.865935,78.022669,09-07-2026 21:00:00
Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",CO,29,8.816428,78.099039,09-07-2026 21:00:00
Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",SO2,15,17.528544,78.286195,09-07-2026 21:00:00
Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",CO,22,17.528544,78.286195,09-07-2026 21:00:00
Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",NO2,25,17.5316895,78.218939,09-07-2026 21:00:00
Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",CO,15,17.5316895,78.218939,09-07-2026 21:00:00
